ID Utilisateur;Note;Commentaire;Date de publication;URL de la critique;Numéro du film;Genre
Visiteur;1;"Un des plus mauvais films que j'ai eu l'occasion de voir. Un tel tapage médiatique uniquement pour le côté esthétique. Mais à part cela, le film est plat, vide. Le scénario est vu et revu, il tient de plus sur un ticket de métro : Le gentil humain handicapé qui se rend compte que l'action de ses confrères est néfaste et apprend à côtoyer les pauvres autochtones menacés d'extinction et enfin décide de les aider. Sans oublier la foule de clichés habituels : le méchant militaire sur-caricaturé, l'histoire d'amour archy prévisible...        On nous sert les éléments bateaux trouvables dans la plupart des films, avec un message écologique en fond, aucune recherche d'originalité scénaristique. Décevant. Bref,  j'ai vu mieux, beaucoup mieuxDans un autre genre, je préfère largement ""Dance avec les loups"".";07/06/2013;https://www.allocine;61282;Comédie, Drame
id63;5;"À première vue, ""Avatar"" ressemble à un blockbuster un peu simpliste malgré une indéniable beauté visuelle. Il faut dire que le scénario compile un grand nombre de clichés du genre, avec des militaires belliqueux, des industriels butés, des scientifiques ouverts et des peuplades vivant en communion avec la nature, et qu'il est en outre extrêmement prévisible. On n'est d'ailleurs pas très loin d'""Aliens – Le Retour"" dans la représentation des Marines, ce qui manque d'originalité de la part du réalisateur. Malgré ces défauts, le film est pourtant une parfaite réussite. En effet, James Cameron parvient à créer un univers magnifique dans lequel l'immersion est complète. Comme le spectateur découvre Pandora en même temps que Jake Sully, il est initié à cette culture à un rythme idéal. Ainsi, ces scènes d'échange sont parmi les plus belles du film, atteignant une poésie animiste à la Hayao Miyazaki. C'est simple, mais c'est très beau et l'émerveillement est constant. La voix off du personnage principal renforce d'ailleurs le côté fabuliste de l’œuvre. On pense d'ailleurs à ""La Forêt d'Émeraude"", de John Boorman, qui traitait de thématiques similaires, notamment dans la dernière partie.Il faut aussi féliciter la maîtrise de l'espace de Cameron, qui, non content de révolutionner le monde des effets spéciaux, manifeste une virtuosité prépondérante dans l'enchantement que procure le film. Là est le talent de cet homme capable de créer, encore aujourd'hui, de grands spectacles humanistes sans véritable équivalent dans le cinéma contemporain.";12/07/2014;https://www.allocine;61282;Comédie, Drame
Visiteur;4;"C'est généralement au bout d'un milliard de visionnages du même film que j'en viens à mettre le doigt sur ce petit plus qui le distingue de tous les autres et qui fait que je l'ai vu un bon milliard de fois. Donc plutôt que de répéter des banalités style le film est spectaculaire mais pas original, faisons ça vite fait: même si les visuels sont incroyablement saisissants et l'esthétique est d'une beauté à couper le souffle (bien que la fameuse vallée de l'étrange se asse parfois ressentir, normal vue l'ampleur du projet) le film est loin d'être formellement brillant: schéma narratif usé jusqu'à la corde (""Danse avec les Loups"", ""Pocahontas"", ""Le Dernier Samouraï"" et j'en passe) de même que l'histoire et le message écolo-pacifiste qui l'accompagne, histoire qui accuse d'ailleurs quelques facilités typiques de l'écriture hollywoodienne, et aucun personnage marquant, la moitié étant d'authentiques archétypes. Mais c'est pour les émotions qu'il procure et au final dans l'essence de son histoire, son concept de science-fiction, que le film vaut son pesant de cacahuètes. Certes l'idée de la réalité artificielle ou du rêve prenant le pas sur le réal au point que l'on en vienne à confondre les deux et même à préférer la seconde, c'est un concept loin d'être inédit (""Inception"", ""Sword Art Online"", ou ""Serial Experiments Lane"" et j'en passe). Et puis c'est un truc que l'on a tous plus ou moins ressenti un jour devant un jeu vidéo, le terme d'avatar n'a pas été choisi par hasard (que celui qui n'a jamais rêvé de vivre à Hyrule me jette la première pierre). Mais toutes ces histoires de spectateurs pris de dépressions et autres comportements suicidaires après avoir quitté Pandora montre assez bien en quoi ce film pousse son concept à un niveau supérieur au cinéma. Cameron veut que son public chiale à l'idée de quitter son siège et même si aujourd'hui j'ai vu et revu le film depuis sa sortie, n'empêche qu'en sortant de la salle pour la première fois la réalité paraissait effectivement bien fadasse et je n'avais qu'une envie c'était d'y retourner, c'est bien parce que le réalisateur met tout en oeuvre pour cela: l'opposition très marquée entre l'environnement très gris et métallique des humains et celui des Na'vis aux couleurs plus pétantes qu'au CAP3000 du coin, l'habile mise en abyme entre Jake et le spectateur, même le jeu insipide de Sam Worthington qui ne dégage rien (le néant, pire que Ben Affleck vous dis-je) -et à vrai dire son personnage non plus- pourrait, avec une louche de mauvaise foi, rendre plus facile l'identification au personnage vu que celui-ci est plutôt une coquille vide. Définitivement le film pousse cette démarche d'histoire dont vous êtes le héros vraiment loin et prouve une énième fois que l'on peut nous ressevir la même éternelle soupe avec un simple ingrédient secret qui fait toute la différence. Après c'est sûr que pour qui n'arrive pas à rentrer dans cet univers, game over, toute la démarche se casse la gueule. Pour ceux-là ""Avatar"" restera au moins une prouesse technologique et un spectacle merveilleux à défaut d'être original. Mais j'aime y voir plus que ça.";09/06/2015;https://www.allocine;61282;Comédie, Drame
id65;4;Magistral , James Cameron s'est surpassé en signant ce film d'une incroyable beautée avec des acteurs excellents dont des effets spéciaux et des décors plus que réussis.;19/07/2011;https://www.allocine;61282;Comédie, Drame
id66;5;"Avatar est le meilleur film que j'ai pu voir jusqu’à maintenant: esthétique, original, enchanteur et porteur d'un message dénonciateur à l’égard de notre civilisation. James Cameron a su atteindre la sensibilité de chacun avec cette œuvre que je qualifierai de numen qui signifie perfection absolue. Chacun devrai y trouver son compte car les personnages sont attachant et les décors bouleversants; je ne suis pas sur qu'une suite s'imposait mais je l'attend de pied ferme. 5/5";30/07/2013;https://www.allocine;61282;Comédie, Drame
id67;5;"Certains diront que l'histoire est simple, un copier-coller de ""Pocahontas"", et peut-être qu'ils ont raison. Mais dans ce genre de film, ce qui importe, c'est la créativité et l'imagination débordante nécessaire qu'il faut posséder afin de créer un tel univers, un tel monde, peuplé de toutes ces créatures hautes en couleurs, créer un peuple, une langue, des coutumes. James Cameron est un réalisateur et un perfectionniste de génie qui travail ses films jusqu'au moindre détail. Arrivant même à surpasser des films cultes avec ses suites encore plus mémorables à l'instar de ""Terminator 2"" et ""Aliens le retour"". Avatar nous emmène pour un voyage stupéfiant de beauté au cœur de la sublime mais dangereuse Pandora. Deux heures quarante de pur bonheur et de régal pour les yeux. Revoir Sigourney Weaver dans un tel film est plaisant, Sam Worthington est touchant dans son rôle d'ancien marine brisé, et Zoé Saldana livre un jeu d'actrice incroyable afin de donner tant d'expressions à la sublime et gracieuse Neytiri. Un voyage unique sur une planète que l'on aimerait tant voir de nos propres yeux, et pour cela, merci Monsieur Cameron et vivement la suite du voyage sur la belle Pandora.";12/08/2012;https://www.allocine;61282;Comédie, Drame
id68;5;Ah c'est sensationnel ! C'est enchanteur. Et c'est pourtant pas mon style d'habitude. Mais c'est tellement beau, on n'a jamais vu ça ! Le type qui s'en va dans cette planète magique (elle est magique, cette planète), Jacques Sully, c'est un militaire, paralysé des deux jambes. Il est envoyé sur la planète pour remplacer son frère qui est mort. Et on se dit qu'il va savoir, peut-être, lui aussi, trouver des renseignements sur les gens qui habitent la planète. Et le voilà parti. Là-bas il va retrouver son avatar, c'est à dire un truc qui est fait avec son ADN et l'ADN des gens du pays. Eh ben ça marche. Grâce à ça, il a plus mal aux jambes et en plus il se lie avec les gens du pays. Il couche (enfin, on suppose qu'il couche) avec une fille, ils sont très bons les gens du pays. Et y a ma copine Sigourney ! Il a voulu [James Cameron] mettre de l'écologie, et tout ça. Moi ce qui m'a plu c'est que les Américains sont toujours des salauds. Ils veulent chasser les gens de là-bas, ils veulent prendre leur minerai.;03/05/2014;https://www.allocine;61282;Comédie, Drame
Visiteur;5;"Tout le monde le sait, James Cameron fait son grand retour derrière la caméra depuis Titanic. Il revient avec un film d'aventures teinté de Science Fiction racontant l'histoire d'une planète extraterrestre colonisée par les humains, qui veulent s'approprier une matière fossile qui coute très cher. Les Na'vis ne veulent pas leur donner, et là c'est la gué-guerre. Donc, il envoie un Marine transformé en Avatar (mi humain, mi-Na'vi) pour pacifier cette invasion. Cet homme va se rebeller, et s'allier du coté Na'vi. Bref, le pitch ressemble beaucoup à celui de Pocahontas. Même si le scénario en lui-même ne casse pas des briques, il reste convenable et à porter de toutes les mains. James Cameron a inventé un monde extremement complet et d'une beauté qui vaut le détour. Le film est visuellment impressionnant, même si ce n'est pas pour moi la ""révolution"" attendue... Le casting regorge de quelques bons acteurs, qui s'en tirent bien, des effets visuels dantesques, mais une bande son qui m'a un peu déçu, mais ce qui a retenu mon attention sur ce film, c'est sa beauté visuelle et son émotion procurée à partir des péripéties du héros principal et du monde que l'on explore sous ses multiples facettes. Le film nous invite à réfléchir sur des éléments assez frais dans l'actualité comme l'environnement ou la guerre en Irak. Le film est percutant et nous fait face à la réalité dans un monde qui n'est pas le notre. Bravo Mr. Cameron.";15/02/2010;https://www.allocine;61282;Comédie, Drame
id70;3,5;"James Cameron frappe encore très fort et signe le film le plus vu au monde. Celui-ci ne fait pas du tout parti de mes films préférés mais il faut bien reconnaître qu'il nous offre un énorme spectacle. Avatar est une prouesse d'effets visuels et spéciaux. Les personnages en motion capture sont incroyablements bien faits. Les créatures sont très originales et les paysages sont grandioses. Cependant, le scénario reste assez classique et se rapproche trop du film type action américaine (2 ""armées"" qui entrent en guerre oû les gentils plus désavantagés gagnent toujours à la fin par leur courage, ajouté à cela une histoire d'amour) comme Transformers par exemple. A voir absolument mais seulement pour découvrir ce monde incroyable et pour en prendre plein les yeux.";14/04/2013;https://www.allocine;61282;Comédie, Drame
id71;3,5;Bon divertissement ! Malheureusement il manque du travail sur le scénario, les dialogues et autres jeux d'acteurs, pour en faire une œuvre d'art cinématographique. Le tout sonne parfois creux, cliché ou déjà vu malheureusement. Star Wars (les premiers), autre film de SF de grande ampleur et claque visuel de son temps, avait davantage de personnalité/originalité et véhiculait plus d'émotions.C'est alors surtout un film pour les fans d'aventure et contemplateurs d'effets spéciaux. Une image irréprochable qu'il était agréable de voir au cinéma pour être savourée, et qui s'apprécie d'autant plus que l'écran de TV est grand ! La 3D offre un véritable + ici, bien dosée il me semble, elle rajoute un peu de profondeur aux plans numériques sans faire mal au crane (sensation personnelle).En résumé, sans doute graphiquement un des films les plus abouti qui existe et cela compte pour beaucoup dans la note, pour le reste par contre (scénario, dialogue, émotions...) il semble que l'on ait plutôt à faire à un dessin animé et c'est dommage.;01/08/2013;https://www.allocine;61282;Comédie, Drame
id72;4;"Bon , il vaut mieux le dire directement:le scénario est bidon ,et l'histoire est du copié collé avec le Disney ""Pocahontas"". Mais le reste ,bon dieu! Le design des créatures , du décor et des personnages est extraordinaire ,aussi bien que pour les effets spéciaux ! Ce n'est pas le meilleur Cameron mais pour moi ,il dépasse Titanic !";16/05/2010;https://www.allocine;61282;Comédie, Drame
id73;0,5;"Une demi-étoile pour la beauté des paysages, MMO's like. Scénario pauvre, aucune originalité, je l'ai vu en 3D et je suis énormément déçu.La publicité et l'annonce 3D qui ont précédés le film était fort mieux réussis.La qualité visuelle est donc bien là, beau travail, reste que je me suis passablement ennuyé tellement le fil du scénario était prévisible. Genre des rebondissements ""à la plus belle la vie"", une histoire d'amour tout aussi prévisible que la stupidité des militaires (encore une fois, il n'y a que les militaires américains qui existent sur la planète terre !).Qu'on remue ciel et terre pour un star wars, alien et autres grandes réalisations ORIGINALES oui mais qu'est-ce que c'est que ca tapage médiatique pour un navet pareil !?Si j'avais lu les commentaires négatifs avant d'aller le voir, j'aurais économisé une cinquantaine d'euros (déplacement, prix de la place, pop-corn, boisson).Vraiment, j'aurais du attendre sa diffusion sur France2 à Noël 2018 !";26/12/2009;https://www.allocine;61282;Comédie, Drame
id74;5;"Véritable phénomène planétaire à sa sortie en décembre 2009, Avatar fait partie de ses blockbusters au budget gargantuesques ayant repoussé les possibilités technologiques de l'industrie. 10 ans après, et avant les suites, il est temps de revenir sur la grande épopée de James Cameron. Rouleau compresseur culturel et financier il y a plus de 10 ans, personne n'aura échappé à Avatar. Film le plus cher de l'Histoire en son temps (plus de 300 Millions de dollars), le film du canadien James Cameron aura été le grand phénomène cinématographique de l'année 2009. Le triomphe public fut d'ailleurs tel qu'il sera le long-métrage numéro 1 au box-office mondial durant toute la décennie suivante.En apparence intouchable, Avatar fera aussi l'objet de critiques, notamment sur son scénario et ses intentions. Réquisitoire cucul-la-praline tendance écolo ? Puits de fantasmes pour geeks accros à Warcraft ? Film d'action épique aux outrances plastiques assumées ? Coup marketing de génie ? Blockbuster de SF révolutionnaire ? 10 ans plus tard, il est temps de revisiter le 1er chapitre de la saga de James Cameron.  Prenant place en l'an 2154, Avatar nous conte l'histoire de Jake Sully (Sam Worthington), ex-Marine paraplégique ayant tout perdu, envoyé sur la planète Pandora. En effet, cette lointaine exo-lune se révèle être une planète habitable, proche de l'écosystème terrien, et donc source de richesse. Mandaté par un consortium militaro-scientifique désireux d'exploiter les richesses de Pandora et développer un échange avec la population autochtone, Jake sera incorporé au ""Projet Avatar"". Ce projet consiste à transférer son esprit dans des corps hybrides de Na'vi (les aliens de Pandora) afin de faciliter le contact. Suite au décès prématuré de son frère jumeau, et devant le coup mirobolant d'un avatar, Jake est réquisitionné (compatibilité génétique oblige) pour échanger avec les Na'vi. Ces derniers étant hostiles depuis que les humains font des forages miniers un peu partout, Jake se retrouvera rapidement pris entre 2 feux, dans un conflit qui le changera à tout jamais. Il y a un peu de Danse avec les Loups ou de John Carter d'Edgar Rice Boroughs, mais il convient de revenir aux origines pour véritablement comprendre ce qu'est Avatar. Et pourquoi il s'agit d'un film important.  Montrer l'impossibleNourri par le monde des comics, des revues d'aventure pulp, ou bien du genre fantastique et de science-fiction, James Cameron aura imaginé Avatar lors des 80's. Déjà auteur de Terminator, Aliens et Abyss, le réalisateur canadien rêvait déjà de montrer des aliens profondément différents (dont leur couleur de peau est l'exemple) et crédibles. Constamment désireux de repousser les limites technologiques pour y apposer une vision artistique, ""Big Jim"" atteindra la légende avec Terminator 2 et Titanic. Mastodontes au budget élevés et paris filmiques impossibles pour l'époque via leurs effets spéciaux avant-gardistes, c'était encore beaucoup trop tôt pour se lancer dans Avatar, désormais riche d'un script de 80 pages.  Malgré les progrès considérables en matière d'images de synthèse dans les 90's (Jurassic Park par exemple), il faudra attendre l'avènement de la performance capture initiée par Robert Zemeckis dans Le Pôle Express et Beowulf, mais surtout Gollum dans le Seigneur des Anneaux de Peter Jackson, pour avoir des personnages en images de synthèse capables de véhiculer des émotions.Après avoir explorer les fonds marins, perfectionné la performance capture et la caméra virtuelle, préparé les storyboards, Avatar put enfin se lancer en 2007, entre Los Angeles et la Nouvelle-Zélande. En effet, la ""Terre du Milieu"" étant le fief de WETA Digital (Le Hobbit, Mortal Engines) et pionniers en terme de performance capture, la fabrication du film se fera majoritairement à l'autre bout du monde, dans des conditions proches de celles qui ont permis la création de Star Wars (aussi chez la Fox) et du Seigneur des Anneaux. Tourné intégralement en studio et dans un ""volume"" (plateau vierge de tout décor pour la performance capture), via des caméras 3D, Avatar démocratisera toutes les avancées technologiques permettant de conter son récit, et changera à tout jamais le paysage cinématographique 2 ans plus tard. Mais est-ce que cela suffit ?De son plan d'ouverture jusqu'à son plan final (où le héros ouvre un œil, puis les 2..mais nous y reviendrons), ce qui marquera d'entrée de jeu est la richesse visuelle qui nous est proposée. Loin de reprendre des univers ou une direction artistique lambda, Avatar se révèle être un film-monde comme nul autre. De la plus petite fleur à la créature volante gigantesque, de l'exosquelette militaire au vaisseau interplanétaire en passant par le dialecte des Na'vi, rien n'est laissé au hasard pour véritablement créer un univers tangible, vivant, crédible et pensé en 3 dimensions. Que ce soient les créatures extra-terrestres, les montagnes flottantes Hallelujah ou la jungle bioluminescente de Pandora (héritée des fonds marins), le monde dépeint est de toute beauté, animé à la perfection jusqu'à la plus petite feuille. James Cameron invente donc un nouvel abécédaire titanesque, extrêmement complexe sur le papier, qui néanmoins passe comme une lettre à la poste grâce aux qualités d'écriture indéniables. Indéniables oui, car dans son apparente simplicité, le script d'Avatar se révèle à la fois riche et d'une limpidité à toute épreuve. Il parvient de manière impressionnante à installer en très peu de temps une foultitude de personnages, d'enjeux, de concepts, dans un film qui en apparence ne devrait parler qu'aux nerds bercés à la SF et la fantasy depuis tout petit.  Mais ce qui fait la grande force d'Avatar relève avant tout d'une vraie rencontre entre la technique et l'artistique, où Cameron montre sa foi en la puissance d'évocation du cinéma et des images qu'elles véhiculent. Là où Titanic était le dernier grand film du XXe siècle, sorte de métaphore de la fin de l'ancien monde via une tour de Babel en effondrement, Avatar peut être vu comme un film-somme, propulsant le cinéma ""classique"" dans le futur du nouveau millénaire.Un pas vers le cinéma du futurLoin d'être une simple démo technique reposant sur ses effets spéciaux, le film parvient haut la main à réussir un pari impossible : créer de l'empathie pour des personnages de synthèse, que le spectateur adopte immédiatement comme des êtres physiquement présents. Tout ceci s'opère via le héros Jake Sully, véritable avatar du spectateur qui découvre les dessous de cet univers ainsi que sa destinée, dans la plus pure tradition des héros de Joseph Campbell. La véritable porte d'entrée du film se situe lors de la scène où Jake investit le corps de son avatar, lui permettant de remarcher et s'évader spirituellement. Une thématique de la renaissance prépondérante, qui aurait pu être vaine si la mise en scène de James Cameron n'était pas aboutie. Non content de proposer une méthode de travail révolutionnaire, où chaque expression faciale et mouvements des Na'vi est un exploit de réalisme, le réalisateur emballe cette prouesse dans une histoire renvoyant aux grandes fresques épiques du western et des mythologies.Que ce soit en visionnant la bande-annonce, ou en comprenant les références du film, Avatar laisse peu de doute sur ses intentions ainsi que sa finalité. Le but de Cameron va bien au-delà, à savoir condenser et digérer les récits fondateurs, à l'instar d'un George Miller pour Mad Max et Happy Feet, afin d'atteindre une puissance d'évocation universelle. Matrix, Tarzan, King Kong, Fury Road, Le Seigneur des Anneaux, Le Dernier Samouraï, Mulan, Atlantide, Star Wars, Dune...autant d’œuvres similaires à la structure et finalité similaires, puisant à la fois dans le monomythe que les récits mythologiques homériques voire même bibliques (Moïse et son exode par exemple). Des histoires qui marche extrêmement bien sur l'inconscient collectif car fondatrices de l'Histoire de l'humanité. Un cinéma qui parle avant tout aux tripes, abordant la condition humaine, et que James Cameron s'approprie à chaque seconde pour le transporter dans le futur. Un futur où des aliens félins bleus de 2m50 sont crédibles, pourvoyeurs d'émotion, évoluant dans un univers palpable et inédit, qui pourtant n'a rien de superflu.   Avec Avatar, Cameron investit son film de motifs, de thèmes et de symboles lourds de sens malgré l'originalité de son monde exotique. Dans une logique panthéiste on peut penser à la mythologie nordique (l'Arbre-Monde) que celle hindouiste (l'Arbre des Âmes), catholique (la renaissance du Toruk Makto)...Des portes d'entrée diverses (religieuses ou plus ludiques) qui touchent n'importe qui dans le monde, peu importe son sexe ou son âge. Que ce soient l'impossibilité de communication entre 2 peuples, une humanité perdue et la découverte d'un nouveau monde, un héros qui trouvera l'amour et un but, les rites de passage pour acquérir une paix intérieure, l'élévation spirituelle cathartique, l'unification des êtres, la protection de la nature,  la dualité entre la figure paternelle et maternelle...chaque ligne de dialogue ou arc narratif est habité d'un réel sens. Loin d'être premier degré en mode ""l'humanité c'est pas bien, la nature c'est mieux"", la clé de voûte d'Avatar se situe avant tout dans son protagoniste. Coincé entre l'appartenance à une société patriarcale machiste et castratrice (qu'on peut représenter par le Général Quaritch, très bien interprété par Stephen Lang) et celle plus matriarcale et douce des Na'vi, Jake opère un parcours de transition d'humain à Na'vi, intimant avant tout de lier ces 2 facettes. Une pureté d'intention qui n'est jamais dogmatique, d'autant que le film permet divers niveaux de lecture via ses multiples influences cosmogoniques.En effet, combien de films peuvent se targuer de réussir à la fois d'être une fable évocatrice puissante, une histoire d'amour d'amour bouleversante, un film d'aventure et d'action aux proportions épiques émanant de chaque plan, tout en étant un récit galvanisant au parti plastique assumé ainsi qu'une grosse claque cinématographique ? Au cinéma il faudra avant tout se tourner vers le Japon avec Miyazaki (Le Voyage de Chihiro) mais aussi vers la bande-dessinée ou bien le jeu vidéo (Final Fantasy). Un imaginaire débridé et un récit évocateur renvoyant aux périodes les plus sombres de notre histoire (la conquête de l'Amérique par exemple, aussi bien que celui d'une nature perdue comme dans, Final Fantasy VII, Nausicaa ou Princesse Mononoke) qui touche avant tout au sens de ce que signifie être humain. A ce titre, les personnages sont tous parfaitement caractérisés, même si plusieurs personnages secondaires auraient mérités + d'exploration. Des archétypes qui fonctionnent, incarnés, immédiatement adoptables et identifiables par le spectateur dans une mécanique sans fausse note. Chose d'autant plus impressionnante quand on sait que les acteurs interagissent majoritairement dans un décor fictif, et qu'une partie importante du cast incarne des personnages physiquement inexistants.Method actingAvatar jouit d'un vrai bon casting, plus ou moins reconnaissable évidemment. Retrouvant Sigourney ""Ripley"" Weaver en docteur sarcastique au grand cœur, et reprenant divers archétypes qu'on peut retrouver dans sa filmographie, comme une Michelle Rodriguez en soldat badass (Rico de Aliens), Stephen Lang en antagoniste au physique de légionnaire proche de Coffey (Michael Biehn) dans Abyss, ou bien un Giovanni Ribisi représentant le pire cauchemar de la classe ouvrière (dont se revendique clairement James Cameron), c'est avant tout du côté Na'vi que la magie opère. Si Sam Worthington trouve ici le rôle de sa vie, crédible en soldat chaleureux à l'âme de leader, c'est du côté de Neytiri qu'il faut se pincer pour y croire. Incarnée par une Zoe Saldana s'effaçant derrière le ""maquillage numérique"" (comme une Rosa Salazar pour Alita Battle Angel, autre personnage écrit par James Cameron), la princesse de la tribu Omaticaya est exempte de toute ""Uncanny Valley"". Complètement crédible en amazone alien de 2m50, Cameron et Saldana arrivent à créer un personnage de femme forte, aussi badass que Sarah Connor et sensible que Rose DeWitt, auquel le spectateur peut tomber amoureux.De sa manière de parler à sa gestuelle, en passant par son look félin et ses grands yeux jaunes vecteurs d'émotion pure, il s'agit ni plus ni moins qu'un miracle couillu et osé. La clé émotionnelle sur laquelle toute l'architecture du film repose avec le contexte mythologique et évocateur du film. Le reste du casting Na'vi est également réussi (Laz Alonzo, CCH Pounder...) même si on s'attarde un peu moins sur es personnages au profit de la relation centrale, qui de prime abord paraîtrait classique. Mais il faut cependant rappeler que Cameron réussit un romance entre un homme et un extra-terrestre en image de synthèse, concept de Hard SF absolument fou où n'importe quel réalisateur se casserait les dents devant une promesse si casse-gueule et ""bizarre"". Pourtant la scène de l'arbre des âmes permet de proposer un des baisers les plus uniques qui soient du cinéma. Un baiser dans la pure lignée du cinéma classique qui nous parle, mais aux proportions inédites, encore aujourd'hui. Un baiser lourd de sens techniquement, artistiquement ou scénaristiquement, annonciateur de la renaissance de Jake, qui sonnera le glas des funestes évènements postérieurs via le massacre de l'Arbre-Monde. Romantique et épique donc !De par son passé d'ingénieur, James Cameron livre toujours des films certes cohérents où rien n'est laissé au hasard, tout comme avant-gardistes technologiquement. Mais c'est aussi oublier qu'il est aussi un metteur en scène d'exception, parvenant à emballer des séquences intimistes ou introspectives autant que de purs moments d'action pulp impressionnants et galvanisants. De l'arrivée sur Pandora (où de simples flèches sur une roue de véhicule dit tout) à une bataille finale gargantuesque au sol et dans les airs (entièrement conçue par ILM), en passant par des scènes de découverte et d'apprentissage autour des Na'vi, d'aventures pures ou de mort déchirantes, Avatar condense un siècle de cinéma d'action, d'aventure et de science-fiction dans de grands morceaux filmiques inédits. Il suffit tout simplement de se demander quels autres blockbusters sont arrivés à aligner autant de promesses démentes et à toutes les accomplir avec autant de maestria pour se rendre compte de l'importance de ce film.Car même si il s'agit d'un monument du film de genre pour petits et grands, Avatar peut être pointé aujourd'hui sur quelques Na'vi secondaires moins fins techniquement ou des personnages secondaires un peu plus fonctionnels, le tout parait plutôt dérisoire, surtout que le film se révèle tout aussi riche et impressionnant encore 10 ans après. Premier volet d'une grande saga en devenir, Avatar est le dernier film original à gros budget ayant engendré une suite. Un constat amer, qui légitimerait presque les quelques critiques que l'on peut faire, étant donné qu'il s'agit ni plus ni moins de l'introduction d'une grande fresque de SF qui prendra fin en 2027. Que les personnages sont amenés à être encore plus explorés et à évoluer tout en interagissant avec de nouveaux protagonistes dans des lieux inédits est donc normal. Que serait Star Wars sans L'Empire contre-Attaque, ou La Communauté de l'Anneau sans Le Retour du Roi ? Des perspectives vertigineuses quand on sait que Cameron livre ici l’œuvre de sa vie, via des suites développées plus de 10 ans, bénéficiant de nouvelles avancées technologiques pour ce qui sera à coup sûr une nouvelle date dans l'Histoire du Cinéma. L'héritage de PandoraVéritable pierre blanche cinématographique, contestable comme toute œuvre absolue, Avatar est encore aujourd'hui le blockbuster aux ambitions les plus folles et gargantuesques. Un film à la puissance évocatrice et d'émerveillement indéniable qui déploie les possibles, où le seul mérite vient avant tout de l'intelligence de son scénario et sa mise en scène plutôt que sur le seul argument de sa technologie (chose qui n'a jamais permis à un film d'être réussi ou de toucher l'inconscient collectif). Un dernier mot peut-être sur la musique du film, aux inspirations tribales et orchestrales de toute beauté. Dernière œuvre marquante du regretté James Horner, le compositeur livre un travail inspirant à l'image du film : riche, aux influences variées,mais également oeuvre-somme de son auteur, reprenant des motifs de Braveheart, Aliens ou Le Nouveau Monde. Peut-être pas LA BO la plus géniale de Horner, mais de loin une de ses plus marquantes, et il suffit de réécouter Becoming one with the People, Climbing up Iknimaya ou Jake's First Flight pour se refaire du bien aux esgourdes. Oui Avatar est un film ébouriffant et rare à plus d'un titre, qu'on a hâte de redécouvrir en remasterisation 4K si possible. Jouissant d'une version longue de 3h indispensable qui permet d'explorer encore plus certains personnages ou le contexte de son univers, Avatar se regarde également très bien dans sa version cinéma de 2h40, au rythme sans faille. Autant un morceau de bravoure spectaculaire qu'une révolution ayant pavé le chemin des années suivantes (encore aujourd'hui, avec des personnages comme Thanos de Avengers Infinity War ou bien César de La Planète des Singes), Avatar est, sous ses versants que d'aucun qualifierait d'un peu naïf, un objet filmique d'une pureté admirable, sans aucun cynisme, qui touche à ce qu'il y a de plus profond en chacun de nous. Une ode à l'imaginaire et film-monde novateur pourvoyeur d'une immersion totale. Une immersion physique et émotionnelle grâce aux talents d'un James Cameron embrassant une technologique qu'il a compris et transcendé comme aucun autre réalisateur, bannissant toute frontière entre réel et fantaisie. Une œuvre jouissive qui touche à l'intime, que l'on acceptera plus ou moins selon notre niveau d'introspection, mais dont les réminiscences chamaniques en font l'incarnation d'un récit qui transcende les cultures. Oui, Avatar touche à ce qui nous définit, au-delà de son statut cinématographique. La marque des génies donc. Un génie qu'on a hâte de retrouver pour la suite.";31/05/2020;https://www.allocine;61282;Comédie, Drame
id75;3,5;"Dommage que le scénario manque clairement d'originalité et que même la création de l'univers soit pas très folichonne (la faune et la flore qui s'illuminent au clair de lune pour agenouiller le spectateur). Pourtant, c'est beau, les effets spéciaux sont bluffants, et la mise en scène est tellement fluide qu'on n'a pas à broncher dessus. On se pose un coup devant ce divertissement impressionnant, qui dégage, malgré le format assez classique, des émotions pas anodines grâce à des acteurs à l'interprétation généralement bonne, pour d'autres très bonne (Zoe Saldana en femme fatale indigène, très réussie). Malgré quelques maladresses et une première heure un peu barbante sur les bords, le film tient le spectateur en haleine jusqu'à la fin, le tout assuré par une bande son envoutante et intense. Le personnage du colonel Quarritch a beau dégager quelque chose en bourrin badass, il est cliché, presque autant que ses acolytes marines, et c'est pratiquement une des failles du scénario. Mais pour le reste y'a pas à chier les mecs, c'est pas parce que le scénario est simple que le film est pourri (alors qu'à côté vous hésitez pas à dire ""pas mal"" pour n'importe quelle merde incohérence qui sort chaque semaine). On sent quand même que le réalisateur y a pris du temps et on croit à son histoire d'aliens bleus, à fond les bananes, à tel point que la dernière heure nous réserve des instants intenses en émotions, et ça c'est pas anodin.";03/01/2011;https://www.allocine;61282;Comédie, Drame
