ID Utilisateur;Note;Commentaire;Date de publication;URL de la critique;Numro du film;Genre;proba_nega;proba_neutre;proba_positif
id39;2,5;Film simpliste a l'histoire banal cibl pour le public ricain.Aux personnages bien lourdaud et caricaturaux.Cameron y va de sa dose de moralit cologiste et de militantisme sur la guerre d'Irak sans oublier les mfaits de l'ternelle recommencement du conquistador sur les peuplades primitive,le message sur l'extermination des indiens et videment mais comme tout le reste il est lourdaud et mal amen.Quand a la rvolution 3d promise elle n'a tout simplement pas lieu puisque il y a simple un effet de profondeur dans l'image et c'est tout.Cameron veut faire un film en 3d mais il rflchit et film en 2d.Utiliser la 3d va demander aux ralisateurs d'utiliser leurs camera autrement.a reste un bon divertissement mais il ne sort rien de plus.;04/01/2010;https://www.allocine;61282;Comdie, Drame;0.10166791826486588;0.8291379809379578;0.06919410824775696
Visiteur;5;Phnomnale. Aprs avoir marquer toute une gnration avec Tittanic,Aliens,True Lies et les deux premiers opus incontournables de Terminator, le Ralisateur Visionnaire James Cameron nous emmne dans un voyage immersif sur l'univers vaste et prodigieux de Pandora. Tout d'abord la Technologie que dispose le film est faramineux grce a l'ide novateur d'utiliser la Motion Capture pour les personnages mais aussi de crer un Univers vaste mais merveilleux dont les Dcors en passant les faunes vgtales ainsi que les nombreuses cratures sont a soigne minutieusement tout en rendant a l'cran un rsultat stupfiant.Ensuite la BO de James Horner est pique tout en tant envotante tout au long du film au service d'une Intrigue Captivante et rondement ficeler sans aucun temps mort avec une Ralisation impeccable. Ajouter a cela des Effets Spciaux Spectaculaires lors de nombreuses squences absolument sensationnelle comme la Bataille Finale qui est un grand moment de cinma qui savre a la fois pique et Monumentale, pour autant le film est galement riche en Humour avec quelques rpliques plutt bien penser mais surtout accompagne d'une belle histoire d'amour ainsi que quelques touches d'motion assez touchant. Enfin les Personnages sont trs bien crits et le Casting est quand a lui excellent avec le duo Sam Worthington et Zoe Saldana qui livrent une trs performance a l'cran tout en tant seconder par d'excellents acteurs tels que Sigourney Weaver,Stephen Lang,Michelle Rodriguez et Giovanni Ribisi qui livrent sans fausse note une trs bonne performance.Au Final,Avatar est une vritable claque cinmatographique qui montre tout le gnie de James Cameron qui russit ici un film de SF a la fois Potique et Impressionnant dont ils nous tardent de voir les prochains volets qui sont prvues.;28/03/2015;https://www.allocine;61282;Comdie, Drame;0.07774411141872406;0.8236265182495117;0.09862934798002243
id41;4,5;"Aprs l'avoir vu plus de dix fois, je me dcide enfin  faire la critique. Ce film est une vraie claque !!!!! Les dcors sont somptueux comme jamais vu et James Cameron a donc russi  m'bloui totalement ! Il mrite largement son succs (le film qui a le plus rapport de sous) ! Le phnomne des Aliens bleus n'est pas nouveau mais l Cameron a fait quelque chose que personne n'avait jamais su faire avant : rendre un aspect humain et sentimental aux aliens de faon  ce qu'on ressente de l'affection pour eux, et qu'on les prfre aux humains, qui sont considrs comme de vritables ordures. Les Na'vis sont trs trs bien faits et ils changent de l'""alien classique"" si je peux appeler a comme a. Les Na'vis ont 
spoiler: 
une personnalit, ont une sorte de Dieu qu'ils vnrent (Ewa), sont grands par rapport aux humains, ont une queue, mais ils ne sont pas hideux. Ils ressemblent  des tres humains. 
C'est ce qui nous rapproche d'eux. Cameron a vraiment russi  ce qu'on adore les Na'Vis. L'histoire en elle mme est trs bien, et les scnes coupes nous permettent d'en apprendre plus sur Jake Sully. Une vraie histoire d'amour mouvante et des combats piques comme jamais. Transformers et autres peuvent donc aller se coucher, la relve est arrive ! Un avatar 2, 3 et 4 est prvu et j'espre qu'ils seront aussi bien que ce pur chef d'oeuvre. Pourquoi je lui ai mis 4.5 me direz vous ? Car au bout de la dixime fois que je le regarde, j'ai fini par m'en lasser au contraire de Star Wars III par exemple.";15/07/2014;https://www.allocine;61282;Comdie, Drame;0.14226359128952026;0.7293494939804077;0.12838692963123322
id42;5;Un film exceptionnel ! Non seulement pour ses effets spciaux ahurissants, ses magnifiques tres bleus et une plante Pandora qui alimente tous les fantasmes, mais aussi pour son excellent scnario (trs simple, facile dirons certains, mais qui tient le spectateur tout au long des 3 heures du film). Un trs grand film d'aventure et de science fiction doubl d'une belle fable cologique : on ne voit pas passer ces trois heures.;30/12/2009;https://www.allocine;61282;Comdie, Drame;0.033914122730493546;0.5347867012023926;0.43129920959472656
Visiteur;1,5;Merci pour cette adaptation de Pocahontas avec des tre bleus. Une honte que ce soit le plus gros succs mondiale.;17/03/2014;https://www.allocine;61282;Comdie, Drame;0.053049612790346146;0.6511846780776978;0.2957656979560852
id44;4;"On l'aura attendu, ce retour ! Douze ans que James Cameron nous mnageait pour son nouveau film (en fait 15 ans, le premier jet remonte  1994). Depuis son explosion dans les 80's le larron a russi  faire de chacun de ses films un vnement. Quand il revient, ce n'est pas par la petite porte mais en dfonant la grande d'une ambition de giga-cinma. Comme on peut l'imaginer, Avatar ne s'est pas fait plus dans la douceur qu'un Titanic. Sa rputation, le metteur en scne ne la doit pas uniquement  ses triomphes au Box-Office mais galement  sa vision d'une force colossale. Celle d'un artisan qui construit les prototypes, invente les technologies sur lesquelles tous vont apprendre  se faire la main. Celle d'un conteur s'exprimant en rcits dont l'pure mythologique nourrit les fantasmes de gnrations entires. Tout cela grce  un quilibre parfait entre la profondeur et formalisme. De l'action, du drame, de l'humour, de l'histoire, de la science-fiction, du pass, du futur, du fun et du fond ; chez James Cameron, le cinma est total ou n'est pas. Des exemples? Piochez au hasard dans sa filmographie.Avatar ne droge pas  la rgle.Sous couvert d'une nouvelle pope spatiale, et d'un nouveau monde  dcouvrir, le ralisateur savait qu'il fallait repousser les limites. Il a donc imagin son nouveau film comme l'acte de naissance d'un nouveau standard : la 3D. Il ne serait pas le premier : Le crime tait presque parfait (1954) Les Dents de la Mer 3 (1983) ou Spy Kids 3 (2008) taient dj passs par l. Par contre, l'vnement serait d'une tout autre stature (budget monstre de 240 millions $) et fixerait l'horizon pour le cinma  gros budget.Bon, allons-y sans dtour : Avatar est une date, incontestablement. Un, le film a bien suscit l'engouement que son format laissait prsupposer. Deux, il signe le retour de James Cameron aux affaires. Trois, ses forces tout autant que ses faiblesses font du film un incontournable.Les forces ? En premier lieu, une ralisation d'un enthousiasme presque juvnile. Cameron cr son propre univers et ses propres jouets, alors autant dire qu'il va les exploiter  fond. Fort extra-terrestre luxuriante, cratures inconnues en pagaille, race humanode non rpertorie (les Na'vi') ; le sentiment de dpaysement est incontestable et a fait un bien fou. Et pour aller encore plus loin, la camra de Cameron est revigore : vlocit, fluidit et prcision comme un seul et mme outil. Le rsultat offre de nombreuses images et squences fortes (imaginez un mix entre Hayao Miyazaki et George Lucas).L o Avatar peut laisser (un peu) sur sa faim, c'est justement dans ce qu'il raconte au premier plan. Qu'on ne se raconte pas d'histoire : James Cameron n'est pas un scnariste rvolutionnaire. Par contre, c'est un expert dans l'art de synthtiser les influences/craintes pour mieux les rinterprter. Et trs bien, en plus. De son propre aveu, Titanic avait t pitch aux studios comme ""Romo et Juliette sur un bateau qui coule"". Dans le mme ordre d'ides, ce nouvelle voyage pourrait tre rsum en ""Pocahontas et un peu de Jurassic Park dans l'espace"". Il y a du vrai l-dedans mais s'en tenir l est malhonnte. Les dtracteurs peuvent cambrer sur leurs positions, un simple comparatif mettra en avant autant de diffrences que de concordances. La thmatique de la 
spoiler: 
renaissance/transcendance
, absente de la relecture Disney, est le premier moteur de son rcit (jusqu' rentrer en osmose avec la technologie utilise pour le crer). Rayon surprises, c'est plus chiche convenons-en. Il manque ce grain de folie qui animait Aliens, Abyss et les deux Terminator. Mais au del, combien d'uvres S.F peuvent se targuer d'avoir renouvel le schmilblick ? Matrix ou Inception n'ont rien (r)invent non plus, par contre l'un et l'autre ont su s'appuyer sur une forme singulire. Ce qui est galement le cas ici.En sons et en couleurs, Avatar en impose normment. James Cameron peut tre tranquille : il fait toujours partie des grands cinastes post-modernes en activit. Et ils ne sont pas nombreux  pouvoir livrer un blockbuster aussi maousse qui pourtant envoie des coups  domicile. Ce n'est pas la premire fois que le ralisateur dcoche quelques flches  la bannire toile (cf. Aliens, Abyss). Il s'en donne ici  cur joie, dnonant la destruction de l'environnement, questionnant son Histoire (exploitation,et massacres des indiens), l'ingrence dans les pays trangers (Irak), l'appt du gain (Irak encore),...Pour un film aussi cher c'est plutt rare. Donc, on ne va pas lui enlever a. Sans compter que la mtaphore d'une renaissance par le biais de ces fameux ""Avatar"" est en soi plutt potique.La version cinma prsente quelques coupes rendant l'introduction hache. Un dfaut rduit  trois fois rien sur la version longue, paradoxalement plus fluide et mieux are. le personnage de Sigourney Weaver ainsi que sa relation  Jake Sully y gagne en finesse. Pour les suites, j'espre des choix narratifs plus tmraires. Car c'est bien la seule et petite chose qui manque  Avatar pour rejoindre les hauts sommets.";18/12/2022;https://www.allocine;61282;Comdie, Drame;0.09251051396131516;0.7996610403060913;0.10782850533723831
id45;5;"Je viens de revoir ce grand film de science-fiction qu'est Avatar et ce qui m'a bluff, pass le premier choc visuel, c'est qu'on a vraiment envie de croire  cette histoire de colonisation. Bien que le scnario nous transporte sur une plante inconnue, l'intrigue nous est familire: L'homme convoite quelque chose, il dbarque avec ses gros sabots et se lapproprie sans rien demander et en saccageant tout sur son passage. Malgr le discours cologique  peine dissimul, il faut reconnatre que c'est crdible! Au niveau technique, je crois que tout a dj t dit: Les images sont d'une beaut  couper le souffle... Toutes les cinq minutes on s'merveille devant un plan improbable ou on se demande comment ils ont fait ces effets dlirants et qui a eu l'ide de ces couleurs? La plante Pandora est trs belle et on ne se lasse pas de la dcouvrir; Idem pour les Na'vi, visuellement parfait mais pas seulement; Leurs personnages sont bien dvelopps, avec une vraie profondeur psychologique et on s'attache trs vite  ce peuple charismatique. James Cameron avec son talent habituel, nous offre une prestation sans faute; Un film trs dpaysant, divertissant avec des pistes de rflexion intressantes sur l'avenir de l'humanit. Bref, du grand et bon cinma tout simplement.";11/11/2013;https://www.allocine;61282;Comdie, Drame;0.12490525841712952;0.7747471928596497;0.10034749656915665
id46;3;Malgr quelques longueurs au dbut du film qui ont failli me faire capituler, on se laisse finalement prendre dans un tourbillon d'action et de bons sentiments  l'amricaine, sans parler de la beaut des images qui nous propulsent dans un monde  frique ...on y passe, un bon moment.3/5;11/03/2014;https://www.allocine;61282;Comdie, Drame;0.06850844621658325;0.8503890037536621;0.08110252022743225
id47;5;Un chef-d'oeuvre !! Des effets spciaux hallucinants, un trs bon scnario et d'excellents acteurs.;15/06/2013;https://www.allocine;61282;Comdie, Drame;0.2062671184539795;0.6766892075538635;0.1170436441898346
id48;5;Tout simplement un chef d'oeuvre. Avatar a ouvert la voie  la 3D et ce de manire extraordinaire. Fantastiques effets spciaux et magnifique histoire !;09/05/2013;https://www.allocine;61282;Comdie, Drame;0.02331417426466942;0.40745237469673157;0.5692333579063416
id49;4,5;Avatar est une claque monumentale! Ce film est tout simplement sublime visuellement. Les dcors sont trs impressionnants et les effets spciaux sont magnifiques. Avatar possde un univers vivant et convainquant. Les acteurs sont tous bons (mention spciale pour la sublime Zoe Saldana). Les personnages sont attachants. L'histoire n'est pas trs originale mais on prend beaucoup de plaisir  la parcourir. Avec Avatar,James Cameron a ralis un film rvolutionnaire! Clairement un grand film qui a marqu l'histoire du cinma.;11/09/2014;https://www.allocine;61282;Comdie, Drame;0.02877713181078434;0.43270713090896606;0.5385157465934753
Visiteur;2,5;"Bof... c'est tout ce qui me reste de ce film...Alors oui, la prouesse technique est bien l, les effets spciaux trs bien faits, le ""monde"" imagin par Cameron foisonnant, mais c'est un peu prs tout...L'histoire : compltement pompe sur Pocahontas (et me dites pas le contraire, c'est totalement vrai, regardez encore les adaptations - Disney compris - et faites la comparaison)Les personnages : plutt plats je trouve. Comme ils sont en plus en image de synthse, j'ai eu beaucoup de mal  ""m'identifier"" et  les trouver ""rels""...Alors oui, un film techniquement impeccable, mais niveau scnario et jeu d'acteur, je prfres largement Titanic ou Terminator du mme ralisateur...";19/03/2013;https://www.allocine;61282;Comdie, Drame;0.08335402607917786;0.7728081345558167;0.14383786916732788
id51;2;Que dire, si ce n'est cette vague impression de mdiocrit ambiante bien reprsentative du cinma actuel. Aucune motion (authentique du moins), ne ressort de cette fresque 3D totalement fade et convenue. Cameron n'invente rien, il modernise en surface des vieux mythes tel Pocahantas, sans jamais atteindre l'esotherisme et le mysticisme d'un Dune, malgr ses nombreux dfauts. Ajoutez  cela un univers creux, faussement inventif, et rducteur, une pince  d'humanisme, et de philosophie de comptoir et vous obtenez Avatar. Mme Horner ne suit pas, pourtant pas mauvais d'habitude, ici il se contente de repompage sur ses prcdentes compos. Si l'on regarde le temps, on ne voit qu'un vague pamphlet cologique sans aucun rel parti pris artistique rellement appuy. Reste la 3D bien maitrise, un film ralis correctement, mais qui ne vaut pas grand chose.;25/07/2010;https://www.allocine;61282;Comdie, Drame;0.08786748349666595;0.8262469172477722;0.08588564395904541
id52;4;James Cameron nous offre un spectacle sublime, visuellement top(3d excellente), avec une bonne interprtation des acteurs. C'est vraiment un trs bon film de sf avec scnario trs bien construit et assez complet sur une mise en scne assez dingue. Du grand Cameron, mme si pour moi Terminator 2 reste son meilleur.;14/05/2016;https://www.allocine;61282;Comdie, Drame;0.02294403687119484;0.49176448583602905;0.485291451215744
id53;1;Il y a une premire heure, vraiment jolie techniquement (tout le film est magnifique, il faut l'avouer) et avec la prsentation des acteurs qui est vraiment pas mal. Bourre de clichs (Joel Moore les cumulant presque tous, sidekick comique et fidle), elle se laisse nanmoins suivre (Giovanni Ribisi en enfoir total capitaliste cupide y est pour beaucoup).Quand le hros, jou tantt bien, tantt excrable par Sam Worthington, rencontre les Na'Vi...Et ben, a se gte sincrement. James Cameron a crit un prchi-prcha colo et culpabilisant, schmatisant, et dmagogique. Dj, les humains (sauf 3 gentils scientifiques) sont anti-cologie. Ils sont cupides. Ils sont vils. Ils sont mchants. Ils traitent les Na'Vi (peuple pacifique, d'ailleurs on le voit dans le massacre qu'ils font des humains dans la nausabonde bataille finale) de sauvages mais gueulent comme des sauvages (Stephen Lang et Matt Gerald sont vraiment pas mal dans le genre). Les Na'Vi recueillent le plus de clichs (la fille qui sauve le hros est videmment promise  un autre, la fille du chef, elle se bat bien, elle sauve le hros d'une mort certaine, enfin bref... Je vais m'arrter l...).Techniquement, c'est toujours magnifique, sinon. Mais au service d'un rcit si dmago, la technique nous sort par tous les orifices tellement c'en est trop, la 3D plus le pseudo-rcit moraliste et surtout culpabilisateur. Moi, je ne paye pas pour qu'on me fasse culpabiliser. De plus, le scnario est tellement mauvais quil nous rend sympathique avec Giovanni Ribisi, Matt Gerald et Stephen Lang qui est videmment le grand mchant de l'histoire (c'est un colonel et il est bien connu que les colonels sont mchants). D'ailleurs, il a un robot high-tech, le gentil Na'Vi a un lance et bien, la lance va tuer le robot. C'est logique et a peine clich. Bref, c'est dtestable, immonde, dmago et dgueulasse. Mais la technique est magnifique.Je n'ai mme pas mentionn la longueur insupportable du film. Comment ne pas s'assoupir? 2h42 pour une simple histoire de Pocahonta... Ridicule.;10/10/2011;https://www.allocine;61282;Comdie, Drame;0.07920272648334503;0.782249927520752;0.13854734599590302
id54;4,5;"Un film culte, trop culte...mais quand mme un bon film. On dcouvrait 'acteur Sam Worthington dans ses dbuts avant le choc de titans,une ide avant tout original qui sort de la tte ""d'un des plus grands ralisateurs de tous les temps nomm James Cameron"". Mais tout cela donne quand mme un cocktail explosif, les acteurs et actrices sont vraiment trs bons, et pou moi celle qui tient le meilleur rle  la fin du film (je n'en dis pas plus) et aussi Stephen Lang et Michel Rodriguez (Rsident Evil) qui avit dja jouait ensemble dans Terra Nova,une srie qui tait produite par Steven Spielberg, et le changement de visage de Michelle Rodriguez est tou simplement impressionant dans ce chef d'oeurvre sign Twentieh Century Fox. Avec aussi une production et un scnario qui colle parfaitement  la peau des personnages. Et c'tait quand mme le film qui a rvolutionn le cinma 3D. Je tire mon chapeau  James Cameron pour avoir russi une si grosse production aprs le chef d'oeuvre Titanic et le trs violent et magnifique Terminator.";22/10/2012;https://www.allocine;61282;Comdie, Drame;0.06692956387996674;0.8456056118011475;0.0874648168683052
Visiteur;4,5;Aprs Titanic, la superproduction de James Cameron Avatar est plus saisissante que jamais, dans un tourbillon d'action et d'effets spciaux spectaculaires, grandioses et piques! James Cameron a russi  mler la ralit des corps humains  ceux d'autochtone, et des dcors  la fantaisie poustouflante des cratures gnres numriquement, sans que jamais on n'en voie les soudures, ce qui est plutt impressionnant. La qualit des images venues de la plante Pandora est plus que saisissante, envotante, immersive, dans chaque dtail.  Le rendu est spectaculaire, entirement numrique, mais spectaculaire, et ce gigantesque panache d'effets spciaux et visuels permet une immersion attrayante et captivante dans un univers totalement fictif, dtenu par James Cameron et les studios Weta Digital. Les squences qui s'enchanent durant 2h40 suscitent un plaisir rigoureux et intense chez le spectateur et sont, de plus, accentues par une bande-originale tincelant qui est livre par James Horner. Le spectateur est happ durant cette odysse dconcertante et pique, mme si l'odysse est parfois interrompue par quelques temps morts peu marquants.;20/12/2015;https://www.allocine;61282;Comdie, Drame;0.03339996188879013;0.7355483174324036;0.2310517430305481
id56;5;"Certes le scnario lu de faon globale pourrait faire un western (les gentils indiens, les vilains militaires, et ceux qui ont des tats d'mes). Certes on a droit au poncif inusable du duel final  issue prvisible entre le plus mchant des mchants et le hros du film... Certes, a a dj t trait en Bande dessine (Bienvenue sur Alflolol - dans Valrian et Laureline). Mais ce qu'il faut voir c'est le traitement de matre qu'en fait James Cameron. Dj l'ide de l'avatar (dj exploit dans Total Recall - Paul Verhoeven, 1990) est parfaitement matrise, on ne s'ennuie pas un seconde, les effets spciaux donnent le tournis, les dcors sont d'une beaut  couper le souffle, bref, c'est beau, c'est trs beau !Quant  ceux qui comme pour ""2012"" dtractent le film en n'ayant vu que la bande annonce... je les plains";13/01/2013;https://www.allocine;61282;Comdie, Drame;0.07877662777900696;0.8375552296638489;0.08366817981004715
id57;2;A la lecture de ce scnario sans le moindre intrt (une ple relecture de Pocahontas, avec des extraterrestres  la peau schtroumfs  la place des indiens, dans des dcors issus de Final Fantasy...), Cameron a du se dire qu'il lui faudrait, en plus d'un norme battage marketing, faire une rvolution en matire d'effets spciaux pour vendre son film. Cot marketing, Cameron s'est donn un handicap supplmentaire en donnant le rle principal  un inconnu dnu de charisme (alors que Sigourney Weaver n'a qu'un rle mineur). Mais justement, ct effets spciaux, Avatar nous propose des images en 3D et des personnages en Motion-Picture d'une qualit visuelle sans prcdent, permettant un spectacle impressionnant sur grand-cran. Malheureusement le seul vritable intrt de ce film est la minutie du travail numrique sur la faune et la flore de la plante Pandora, une russite formelle plus difficile  apprcier sur petit cran o le film risque de ne ressembler qu' un jeu vido, perdant ainsi beaucoup de son aspect spectaculaire. Nanmoins, l'avance technique propos par Avatar ayant ouvert les portes vers de nouvelles possibilits cinmatographiques, il mrite de rentrer dans l'histoire.;30/04/2014;https://www.allocine;61282;Comdie, Drame;0.07383853942155838;0.8373991847038269;0.0887623131275177
id58;3;1ER POINT: Le divertissement: Les 2h30 du film passent toutes seules, l'histoire est prenante, pique, les scnes d'action trs bien filmes. On passe un trs bon moment de cinma, c'est divertissant, trs bien. Jusque l, un film ne peut, selon moi, dpasser le 3/5. Avatar rempli haut-la-main ce 1er point.2EME POINT: la 3d: J'ai vu le film en 3d et en 2d. Pour moi, le cinma en 2d est, actuellement, bien meilleur. Je m'explique: La 3d ne permet pas une plus grande immersion dans le film, c'est le film en lui-mme qui doit crer cette immersion. Sur l'immersion, la 2d suffit amplement. Les images en 3d sont souvent floues quand l'on regard les arrires-plan, donc l'impression de profondeur n'y est pas. Enfin, la 3d existe depuis 50ans donc non Cameron n'a rien invent, cela s'appelle du marketing et il vaut mieux ne pas tomber dans le panneau. Conclusion: La 3d n'apporte rien de plus, c'est un artifice inutile pour faire un grand film=> pas de point supplmentaire.3EME POINT: L'histoire: et alors l...que dire. Oui c'est prenant pendant 2h30 mais cela n'est en aucun cas marquant. C'est manichen au possible, l'acteur principal  le charisme d'une huitre (sans parler de la femme militaire...) et enfin ce n'est absolument pas original pour rester graver dans la mmoire. a suffit juste pour scotcher le spectateur pendant la dure du film (malgr quelques longueurs) mais mon dieu que c'est enfantin... L'histoire n'est pas mre, ni adulte, ni assez travaille. Cameron n'arrivera pas  me vendre une histoire comme celle-l! Aucune toile supplmentaire.CONCLUSION: Du grand divertissement pour toute la famille mais du cinma de pitre qualit pour ceux qui tentent de rflchir autour de ce film. Il est fort probable que ce film ne marque l'Histoire que par son succs au box-office (record inutile par ailleurs pour tmoigner du la grandeur d'un film)...;29/08/2010;https://www.allocine;61282;Comdie, Drame;0.09027846902608871;0.7816430926322937;0.1280783712863922
id59;5;"James Cameron m'a fait voyag dans un monde compltement nouveau : Pandora !!!!J'tais stupfi de toute cette beaut et je me demandais si je rvais !Les dcors , les paysages , la nature ,..... TOUT tait hallucinant , merveilleux, fantastique et encore!!!!!J'ai pas vu le temps pass tellement j'tais captiv par l'histoire avec des effets spciaux tous russi a la perfection.D'abord bravo a Sam pour avoir jou a merveille un handicap , j'imagine que ca devait tre dur . Les animaux (tous a 6 pattes ^^) sont extraordinaire et la connexion avec la tresse de cheveu est une super ide car en fesant ceci , c'est comme si la bte et le cavalier partageait leur pens , leurs sentiments mais aussi leurs douleurs . Srieusement , la faune et la flore sont trs vari ,surtout la fort phosphorescente qui elle est magnifique et tellement color . mais les Na'vi sont tout simplement fascinants car leur culture est assez ressemblante mais aussi diffrentes des humains , ils ont un dieu , il peuvent chevaucher et ils utilisent la nature a leur avantage au lieu que les hommes prfrent la dtruire.( 
spoiler: 
et aussi un rituel initiatique )
En parlant de destruction , le film nous apporte une lecon de la socit , les hommes feront tout pour avoir ce qu'ils veulent pour assouvir leur dominance 
spoiler: 
jusqu'a utilis la force et a brul et dtruire l'arbre maison des indignes

pour qu'il ne reste plus rien et que la terre devienne la leur pour pouvoir l'exploit jusqu'a ce qu'elle devient strile , et s'il le faut , l'homme n'hsitera pas a tu .Mais nos hros voient que cette solution n'apportera rien a part la mort et vont s'unir au peuple de Pandora pour dfendre la terre qui leur appartient Aprs on a une bataille entre les deux espces compltement pic et une fin merveilleuse !!Vivement la suite ^^";19/01/2014;https://www.allocine;61282;Comdie, Drame;0.16364990174770355;0.733073353767395;0.10327674448490143
id60;4;On m'en avait dit tant de bien, comme presque tous les films de Cameron : un chef d'uvre, un must, une lgende... Que j'ai fini par le piquer  un pote en DVD, oui pas au cin car les critiques sur le scnario m'avaient bien refroidi, faut dire que c'est assez important pour moi.Alors 4 toiles car il faut bien l'avouer, ce film est gnial, les acteurs jouent bien mais sans   (dans ce type d'histoire difficile de montrer un jeu vari, surtout en images de synthse), les musiques sont trs bien choisies, les paysages, les images et les effets spciaux excellents.Ma seule critique restera sur le scnario, le reste est magnifique et d'autres l'ont mieux dit que moi, mais reste qu'entre Pocahontas ou une autre lgende indienne et Avatar je vois peu de diffrences, dommage. Quand on sait que Cameron a cette histoire en tte depuis des dcennies il aurait pu amliorer cet aspect si important. A part faire une critique colo de la tendance actuelle rien de neuf.Sinon je suis content de revoir Sigourney Weaver dans un film, elle campe bien son perso, et mme si elle reste avec des extra terrestre, qu'ils ne soient pas des monstres c'est sympa (l'analogie que les monstres soient en fait les humains par rapport  Sigourney j'ai apprci).;04/10/2010;https://www.allocine;61282;Comdie, Drame;0.0849224328994751;0.8111377358436584;0.10393986850976944
id61;1,5;"Je n'ai presque rien retenu de ce film tout beau tout rose ou les gentils bonhommes bleus, aids par le encore plus gentil soldat plein de bonne conscience, triomphent des mchants capitalistes qui veulent brler leur bel arbre (j'ai dja oubli pourquoi, peut-tre parcequ'ils manquaient de bois pour leur barbecue ...). Mme Bambi ou Les Bisounours ne peuvent rivaliser avec cette magnifique fresque ou un suspense palpitant nous tient en haleine tout au long du film, et j'ai mme fait dans mon falzar de peur que les espces de grands schtroumpfs (comment c'est, dja) n'aient plus leur beau chne  la fin pour jouer  chat perch.Non ... bon allez j'arrte, j'arriverais jamais  retranscrire tout le ridicule du film, et je crois que mme Voltaire et sa fameuse ironie en seraient bien incapable parceque l il y a du boulot !Non srieusement, arrtons ici les conneries ; a, un chef d'oeuvre ? 4.2 de moyenne sur Allocin ?Ok les effets spciaux sont pas mal et un travail visuel a t effectu, mais on tient l un film familial, produit dans le but de rapporter de la maille et non de passer  la postrit !Le torchon qui sert d'histoire (ou appellez a comme vous voulez mais je n'ai pas d'autre mot) est d'un prvisible affligeant, d'une banalit totale et se paie mme le luxe de regrouper la plupart des clichs que je dteste voir  l'cran. Les personnages sont vus et revus, leur histoire crite  l'avance (Pocahontas, Danse avec les loups, Le dernier samoura, c'est vrai que tout a offrait un rpertoire de choix  Cameron pour y piocher allgrement des ides). Si encore les acteurs taient bons, ok, mais Worthington lui-mme semble exaspr par la banalit et la mivrerie du rle dont il a la charge (je le comprends, le pauvre, quel fardeau !). Au moins, Cameron aurait pu essayer de rendre la civilisation qu'il voulait crer intressante, mais les Na'avi ne sont en ralit que des copies de nous autres, humains, simplement revenus  des comportements plus ""primitifs"" si on veut tre pjoratifs, ou plus proches de la nature, en tout cas. Des petits tres gentils et inoffensifs, quoi ... En tout cas, quelle belle pub pour Nicolas Hulot et consorts !Bref, c'est niais, clich, manichen, prvisible, superficiel [...] et je vais m'arrter l avant que Larousse ne me reproche d'exposer ici tout le vocabulaire pjoratif de son dictionnaire.Bref, cette superproduction est aussi surcte que ne l'tait l'arme francaise en 40,  la diffrence prs que si notre arme s'est faite humilier en quelques semaines, Avatar, lui, nous endort en quelques minutes.";14/12/2012;https://www.allocine;61282;Comdie, Drame;0.0888427123427391;0.8008978366851807;0.11025948077440262
Visiteur;1;"Un des plus mauvais films que j'ai eu l'occasion de voir. Un tel tapage mdiatique uniquement pour le ct esthtique. Mais  part cela, le film est plat, vide. Le scnario est vu et revu, il tient de plus sur un ticket de mtro : Le gentil humain handicap qui se rend compte que l'action de ses confrres est nfaste et apprend  ctoyer les pauvres autochtones menacs d'extinction et enfin dcide de les aider. Sans oublier la foule de clichs habituels : le mchant militaire sur-caricatur, l'histoire d'amour archy prvisible...        On nous sert les lments bateaux trouvables dans la plupart des films, avec un message cologique en fond, aucune recherche d'originalit scnaristique. Dcevant. Bref,  j'ai vu mieux, beaucoup mieuxDans un autre genre, je prfre largement ""Dance avec les loups"".";07/06/2013;https://www.allocine;61282;Comdie, Drame;0.09323246031999588;0.7914755344390869;0.1152920201420784
id63;5;" premire vue, ""Avatar"" ressemble  un blockbuster un peu simpliste malgr une indniable beaut visuelle. Il faut dire que le scnario compile un grand nombre de clichs du genre, avec des militaires belliqueux, des industriels buts, des scientifiques ouverts et des peuplades vivant en communion avec la nature, et qu'il est en outre extrmement prvisible. On n'est d'ailleurs pas trs loin d'""Aliens  Le Retour"" dans la reprsentation des Marines, ce qui manque d'originalit de la part du ralisateur. Malgr ces dfauts, le film est pourtant une parfaite russite. En effet, James Cameron parvient  crer un univers magnifique dans lequel l'immersion est complte. Comme le spectateur dcouvre Pandora en mme temps que Jake Sully, il est initi  cette culture  un rythme idal. Ainsi, ces scnes d'change sont parmi les plus belles du film, atteignant une posie animiste  la Hayao Miyazaki. C'est simple, mais c'est trs beau et l'merveillement est constant. La voix off du personnage principal renforce d'ailleurs le ct fabuliste de luvre. On pense d'ailleurs  ""La Fort d'meraude"", de John Boorman, qui traitait de thmatiques similaires, notamment dans la dernire partie.Il faut aussi fliciter la matrise de l'espace de Cameron, qui, non content de rvolutionner le monde des effets spciaux, manifeste une virtuosit prpondrante dans l'enchantement que procure le film. L est le talent de cet homme capable de crer, encore aujourd'hui, de grands spectacles humanistes sans vritable quivalent dans le cinma contemporain.";12/07/2014;https://www.allocine;61282;Comdie, Drame;0.07430831342935562;0.7552454471588135;0.17044620215892792
