ID Utilisateur;Note;Commentaire;Date de publication;URL de la critique;id du film;Titre du film;Date de sortie;Genre 1;etoiles_ia
id106;0,5;Alors cette fois, je n'ai pas du tout accroché. Le scénario est écrit par un gamin de trois ans, les personnages sont mous, les dialogues insipides. Bref, c'est de la grosse esbroufe, je le dis haut et fort.;5 janvier 2022;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.53
id107;0,5;Cinéma calibré pour les masses saoulant au possible, du ressassé fatiguant, on te remixe les époques comme on te vend le burger de Noël, du merchadising jusqu'à l'écœurement. Pour éviter l'indigestion d'effets spéciaux, préférer la nature au cinéma, ça tombe bien, il neige...!;19 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.11
id108;3,0;"L'illustration parfaite d'un gros exercice marketing parfaitement huilé et prévisible.Bref, tout ça pour ça.Abordant les thématiques du don et de la malédiction et, oh surprise, le multivers, un film trop imposant pour les frêles épaules de son réalisateur et dilué dans la formule balisée du MCU.On ne va pas se mentir, certains retours/retrouvailles font plaisir à voir avec nos yeux d'éternel ado. Mais derrière ceux-ci ? Ben pas grand-chose, à part la formule habituelle calculée de bout en bout. Si vous avez suivi ne serait-ce que quelques infos ces derniers mois, vous savez déjà plus ou moins comment ce film va se dérouler. Du coup, le film défile devant nos yeux sans grande surprise et émotion.Comme les 2 précédents volets ""Spidey"", un divertissement distrayant (surtout dans sa seconde partie), mais comme prévu, un film qui ne marquera pas durablement cette année ciné, sauf peut-être en tant qu'exercice marketing. 5,5/10.P.S.: et si vous voulez voir un film sur le multivers qui tient la route et moins de fan service, rematez-vous plutôt l'excellent ""Into the Spider-Verse"".";6 mai 2022;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;2.65
id109;0,5;Le multivers c’est pour les ignorants qui n’ont pas compris que Disney compte sur l’emballement des fanatiques de Marvel (comme d’habitude) pour gagner le plus d’argent possible. Je trouve ça honteux que le film ait d’aussi bonnes critiques alors qu’il est médiocre. AUCUN scénario, avec une purée dans laquelle les scénaristes ont vomis les anciens Spiderman. Dans le thème du dégoût, les blagues lourdes qui détruisent l’univers de Spiderman et ne font rire personne. L’originalité du film ? Il n’y en a pas. Une quantité de fan service qui assomme, tant il est lourd et prévisible. Je suis dégoûté que Disney massacre encore une saga comme ils savent si bien le faire. Ce n’est pas en plaçant Tom Holland et Zendaya qu’ils sauvent Spiderman. Les acteurs qui savent prouver leur talent par leur nombre de followers sur les réseaux ne font pas la qualité d’un film. Disney aura donc détruit Star Wars, l’univers Marvel, mais quand vont-ils s’arrêter ? Quand les fans vont ils comprendre que les films pour lesquels ils applaudissent dans la salle ne valent rien ? Ces films sont des coquilles vides qui ne laisseront aucune empreinte dans le cinéma contemporain si ce n’est le goût amer de la déception.;20 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.44
id110;3,0;Un spider man divertissant mais qui souffre de faiblesses scénaristique qui peuvent handicaper le film à le revoyure, voire dés sa première vision si l'on est pointilleux. Néanmoins le film se rattrape niveau scéne d'action, c'est bien filmé, mais pas transcendant, rien qui n'apporte de l'ampleur, de l'intensité ou du visuel fort. Pour les personnages, les interactions sont limités en effet dramatique par de l'humour hormis, cela gâche le potentiel de ce film qui aurait gagné a être plus dramatique. Ce que Sam Raimi avait réussit avec, sa trilogie, John Watts ne le tente pas escamotant toute scéne qui aurait pu intéressante d'un point de vue émotionnel par de l'humour. En terme de conclusion à une trilogie, le film se termine sur une note amère, ayant des cartes intéressantes en mains, elle décide de rien faire, et de tout miser sur le fan service. C'est dommage, l’émotion et la gravité auraient été le bienvenu, et au lieu de cela l'humour et la légèreté de l'ensemble ne rendra pas service à ce Spider man, le temps faisant il sera de plus en plus dévalué, pour devenir un des moins bon Spider Man. Ce qu'aura réussi à accomplir John Watts.;16 mars 2022;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.05
id111;2,0;"Une histoire qui n'a pas de sens, on se sens un peu pris pour des imbéciles avec autant d'incohérences. Un film qui plaira aux enfants (plus de 10 ans) et aux jeunes ados. 
spoiler: 

le fait d'avoir d'anciens personnages 
spoiler: 

ne suffit pas à en faire un bon film.";20 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;3.69
id112;1,5;Je vais être clair, ce film est pour moi un immense foutage de gueule. Il n'y a aucune intrigue, du moins c'est bidon, tout n'est que prétexte pour fourrer tout les personnages marquants des anciens films Spider Man. Le pire c'est que du fanservice débile. Pourtant il y avait vraiment quelque chose à faire avec le multivers, Doctor Strange et le fait que l'identité de Peter Parker soit révélée, tout en y incorporant les anciens méchants et les autres Spidey. Mais c'est réellement très mal écrit. Il n'y a que la fin (après le climax) qui m'a surprise. Sinon aucune dramaturgie, le scénario est inexistant. Quand on aperçoit une petite lueur dramatique tout de suite arrive une vieille blague comme Marvel en fait tant. J'ai eu espoir pourtant, les 20/30 premières minutes sont plutôt très bonnes. Mais le sujet qui aurait pu être très intéressant à exploité pour moi (comment Peter Parker va s'en sortir avec son identité révélé au monde entier) est expédié si vite. A partir du moment où Peter va chez Strange c'est terminé.De plus il n'y aucune ambition de mise en scène, rien. C'est même par moment assez indigeste dans les scènes d'actions, c'est assez navrant pour un film qui n'avait que ça pour sauver un peu les meubles. Et même quand c'est potable c'est recopié sur Sam Raimi.Mais le pire n'est même pas la. Maintenant tout le monde le sait, dans ce No Way Home on peut retrouver les méchants des films de Sam Raimi et Marc Webb (Électro, le Lézard, Docteur Octopus, le Bouffon Vert et l'Homme Sable) ainsi que les Spider man de Tobey Maguire et Andrew Garfield. C'était excitant mais c'est complètement raté. Tout simplement car leur utilisation est catastrophique. Les méchants ne sont absolument pas respectés (à part peut être le Bouffon Vert). Ils ne sont là que pour faire figuration et donner du plaisir à des personnes naïve. Quand je vois Flint Marko, l'Homme Sable, qui dans le Spider Man 3 était un personnage très touchant, se retrouver à faire des blagues bidons ça me sidère. Je ne parle même pas de la rencontre entre les 3 Peter Parker. J'ai rarement vu des dialogues aussi gênants. Tout est dans l'excès, c'est outrancier à mort. J'avais envie de casser mon siège quand j'entendais leurs discussions. Mon dieu comment avez vous osez vous foutre de la gueule du monde à ce point. Ce qui me désole plus c'est que les gens sont réceptifs. Je ne comprends pas. Sérieusement sortez de votre bulle Marvel ou film netflix et regardez du vrai cinéma, vous vous rendrez peut être compte que ce film est mauvais. Bref une déception énorme.;20 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.32
id113;0,5;Impossible de noter ce film quand tu es déchiré entre ton immense déception et les nombreux applaudissements des fans. Car tu te dis que tu as dû dormir —ce qui n’est pas insensé. C’est sûrement que tu fais partie des gens glacés par les dialogues, anesthésiés par le scénario, aveuglés par les énormes effets spéciaux —dont on ne peut donc rien dire. Ce film nous avachit, nous-autres, alors qu’il semble être un chef d’œuvre pour beaucoup. Serait-ce que ces autres en savent trop sur les multiples dimensions de l’univers ? Les auteurs du film s’échinent à ressusciter les acteurs qui ont interprété Spider-Man, ainsi que ceux qui ont joué leurs anciens vilains (le bouffon vert en tête) —les bandes annonces ne le cachent pas. Mais aucun des gentils, ni aucun des méchants, n’a quoi que ce soit de remarquable à dire ou à faire. Tout le monde est devenu pitoyable et ennuyeux dans ce film (le pire étant le Dr Octopus empêtré dans ses tentacules), sans compter qu’ils ont vieilli. Seul le journaliste du Daily Bugle (joué pas J. K. Simmons depuis vingt ans) sauve la mise. Les auteurs du film en savent trop sur les multivers et pas assez en géométrie euclidienne… La quadrature du cercle est sans solution. A.G.;18 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.62
id114;0,5;Du fan service, ils épuisent le fil de l'argent facile et ça marche encore. Aucune profondeur du personnage, comme le dernier James Bond, depuis 20 ans ce ne sont que des suites, des reboots, des nouvelles adaptations, il serait grand temps de passer à autre chose. Le monde du cinéma se fait de plus en plus consensuel et convenu, il faut remplir des quotas de tolérance, d'assez de personnes de telle couleur, ou de tel sex. On en perd le sens le plus important du cinéma, celui d'être de l'art. Qu'on m'explique donc où se trouve l'art dans ce Spiderman, si ce n'est dans l'absurde.;20 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.12
id115;2,0;Spider-Man No way home est un film proposant avec un fan service mal exploité. Avec aucune construction scénaristique, le film se noie dans un ensemble de caméo qui nous ferai penser plus à une parodie que autre chose... Une Bande annonce très mal faite car les seuls moments ou nous voyons un personnage important dans la bande annonce sont les seuls moments du film encore une fois pour vendre un billet et du popcorn... Fric, Fric, Fric voilà ce à quoi ce résume le film. Malgré de bonne intention et de bonnes idées au départ (affronter le regard de l'autre, mélanger les univers, créer de nouveaux enjeux et de nouvelles équipes) Le film n'arrive pas à sortir la tête de l'eau. Bien triste pour un Studio comme MARVEL qui n'arrive pas à ce renouveler depuis Endgame.... D'abord Black Widow puis Shang-chi et maintenant Spiderman la descente au enfer de MARVEL continue. Il serai temps de se réveiller et d'arreter le clientélisme et le woke à deux balle qui ne fait plaisir que aux enfants de 12 ans. Quel déception ! Toute fois les seuls bon points positifs du film sont la musique et les effets spéciaux qui serte ne suffisent pas à faire un film.... Attention Spoiler : Le rajeunissement de Tobey Maguiere est ultra mauvais on dirait un « action men » avec une seul expression un sourire niais tout au long du film.;17 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.37
id116;0,5;"Pffffffffff 2 heures 29 m de scénario légèrement débile pour super fan service ""hiper""  pour peut être remplir les caisses de la  production Marvel, pour peut être plaire un peu à tout le monde, au point où quand on commençait à se faire ch.er surtout moi, soudain la salle applaudi ""why?"" à ok. Difficile pour moi de défendre ce film trop commercial. Rien de génialissime, c'est trop banale dans l'action, peu de magie dans les personnages et surtout trop compliqué pour moi d'y croire, quelques idées avec beaucoup de millions de moyens mais malheureusement mélangées dans une bouillie indigeste de scénario et une histoire faussement nostalgique. Ce film ne m'a pas fais rêver, ni impressionné, ni attendri, on efface tout et on recommence est la seul consolation peut être, visiblement mon n'avis ne va pas effondré son succès annoncé pour Noel...alors allez y c'est de la bombe !!!";19 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.51
id117;0,5;"Hélas, même pour un inconditionnel de l'univers Marvel comme mes fils ou moi, ce film est une déception - mon, une épreuve. Hormis une accumulation de références en mode ""fan service"", on nage dans le néant scenaristique et plonge tête la première dans la bien pensance américaine, a laquelle les autres Marvel échappaient pourtant. C'est long, c'est laid, c'est écrit avec une truelle et plutôt mal joué. A fuir.";20 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.77
id118;2,0;d abord c est le spiderman dont j ai  pas du tout aime les histoires car mauvaise Celui ci ne change rien l histoire est mal amener les mechants deja vu et mal amener et j aurai aimer voir un ou plusieur  enemis de spiderman pas encore vu comme le chacal kraven ou le rhino ou encore mieux carnage et venomLe film est long et a des moment manque de rythme en plus la scene final est brouillonne a tel point qu on a du mal a suivre l action Bref depuis que c est disney qui a repris ce hero  aucun de ces films ne ma plut;17 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.73
id119;0,5;"Quelle surprise  ! Quelle surprise... de voir autant de critiques dithyrambiques pour un film qui n'a pourtant aucune consistance cinématographique. Je ne prétends pas que No Way Home soit un ratage total (car ce serait oublier le bonheur qu'il procure à des millions de spectateurs, ainsi que le retour massif des gens en salle - et ça, ce n'est pas rien), mais tâchons de ne pas tout mélanger. Si génie il y a, le crédit revient uniquement à ces merveilleux décisionnaires de chez Marvel Studios qui, en bons financiers avides de sous-sous, réussissent l'exploit du siècle : donner l'illusion d'un film de qualité en misant uniquement - et vous en conviendrez, j'en suis certain- sur le fan service. C'est un fait. Et surtout... un problème.Car à partir de là, la seule chose qui importe à leurs yeux n'est plus de créer une œuvre cinématographique cohérente mais bien un produit de consommation rapide afin que le spectateur - en bon consommateur qu'il est-  se retrouve en terrain familier...  et même fantasmé...C'est ainsi que l'on se retrouve avec un long-métrage de 2h30 qui ne réussit rien de ce qu'il entreprend : - Scénario paresseux se reposant uniquement sur des facilités narratives déconcertantes.- Humour omniprésent qui vient constamment briser les intentions dramatiques du récit- Des enjeux jamais aboutis et évincés du récit dès qu'ils deviennent trop encombrant...- Des acteurs en roue libre... vaguement dirigé par un réalisateur prisonnier de la machine Marvel, et dépourvu de la moindre vision artistique. Tout devient alors binaire : heureux = blagues / tristesse = larmes. Aucune autre nuance de jeu ne nous est proposé... et je me suis bien vite retrouvé prisonnier d'un spectacle d'une pauvreté affligeante ; en parlant de pauvreté (quelle ironie pour un film à plus de 200 millions de billets verts...) la mise en scène est de loin, le -mal-heureux gagnant...A ce niveau, cela relève presque de l'exploit (le deuxième ?) : faire un film Spiderman sans une once d'idée de mise en scène, c'est fort. Très fort. Que ce soit avec  les séquences d'action illisibles, ou les séquences intimistes dénuées de tout point de vue, il n'y a rien à se mettre sous la dent... et pourtant la faim m'assaille.... (et non la fin malheureusement). Finalement, l'ennui prend le pas aussi certainement que les effets spéciaux envahissent l'écran. Bien sûr, je ne m'attendais pas à  un chef d’œuvre en entrant dans la salle, mais au vu de toutes ces déceptions, j'espérais au moins pouvoir me rattacher à la fibre nostalgique tant vantée dans les bandes-annonces. Et là encore... c'est un naufrage. Non content de puiser dans les anciens films Spiderman pour créer de l'intérêt à une trilogie qui n'en possède aucun, le film réussit un nouvel exploit (le troisième !!) : celui de dévitaliser, de ridiculiser l'héritage de la trilogie de Sam Raimi, et de la duologie de Marc Webb. L'ennui se transforme alors en gêne malsaine... et contre toute attente : la salle est en délire... Pire, elle en  redemande....! Encore et encore...!! A croire que malmener, sous exploiter, massacrer les personnages iconiques de notre jeunesse ne suffit pas... Il faut les achever. C'est dans cet état d'esprit que je quitte la salle, sans attendre la scène post-générique censée annoncer le produit suivant - pardon ""le film"". La déception m'envahit de plus belle quand je repense à ces salles alentours, pour la plupart vides, et pourtant remplies de merveilles cinématographiques (West Side Story, Illusions Perdues pour ne citer qu'eux).Allez, tout n'est pas perdu : les salles se remplissent à nouveau ! Espérons seulement que cela ne se limite pas aux acrobaties de l'homme araignée... ;)";20 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.1
id120;1,5;"C'est moche. Non vraiment c'est moche.Esthétiquement le film ne possède pas un visuel plaisant à regarder, les décors sont franchement oubliables et lambdas.Le film est d'une longueur interminable et gâche les différentes surprises du scénario avec une mise en scène paresseuse et des dialogues vraiment malaisant.
spoiler: 
 (notamment avec les trois Spider Man)
La continuité entre les différents univers connectés est chaotique. (décors, personnalités etc..)Un peu comme les scènes de combats qui ne sont pas originales et qui n'utilisent pas le potentiel disponible.Et n'étant pas un fan inconditionnel de ce personnage le coté nostalgique ne fonctionne qu'à moitié. Résultat l'ensemble des défauts sont trop importants pour me permettre de profiter du visionnage.Je ne le conseil pas, surtout vu le final qui ne sert à rien..Pour moi ce film sera un succès commercial et va profiter d'un communication importante. Mais au final avec le temps je pense qu'il ne sera pas retenu comme un bon film, mais comme une erreur vu le potentiel loupé disponible.";21 décembre 2021;https://www.allocine;256880;Spider-Man: No Way Home;15 décembre 2021;Action;4.57
id121;4,5;"James Gunn l’avait dit : ""Les Gardiens de la Galaxie est la version sale et barrée d’Avengers"". Il avait raison. Réalisateur jusqu'alors inconnu du grand public, à qui l’on doit les géniaux Super et Horribilis, il prend ici son envol en compagnie du studio Marvel. Le cinéaste impose sa patte et son style propres à lui tout au long du film et en ajoutant son humour et son cynisme, il fait de son dernier long-métrage le Marvel le plus jouissif et drôle à ce jour. Mais le film doit beaucoup à ses personnages hauts en couleurs, tous hors la loi sans foi ni loi à la fois débiles et fous. En bref, ils ont l'étoffe de tout sauf celle des héros. Pourtant ils deviennent au fur et à mesure du film touchants et incroyablement attendrissants. Le pari n’était pourtant pas gagné avec un raton laveur et un arbre en personnages principaux, mais les prouesses visuelles et le ton décalé des personnages font de Rocket et Groot un des gros points forts du film, dont on retiendra notamment le superbe ""running gag"" : ""Je suis Groot"". Pour Chris Pratt qui obtient ici son premier grand rôle, il s’éclate littéralement à incarner son rôle de loser mégalomane au coté d’une Zoe Saldana très convaincante elle aussi, et ce même si elle est verte. Quant au catcheur Dave Bautista qui obtient son premier véritable rôle sur grand écran, il s’en sort haut la main dans son rôle de bourrin obsédé par la vengeance et un peu benêt. Vous l'aurez compris, le casting casse-gueule confère un charme inattendu au long-métrage.Conscient que les Gardiens est un outsider dans l’univers de Marvel, James Gunn en joue et livre un divertissement fun et décomplexé où le scénario qui tient sur une page (sauver la galaxie d’un grand méchant pour changer) est une excuse pour exhiber un spectacle totalement barré et superbement euphorisant. C’est une aventure spatiale épique où on prend notre pied pendant que nos losers dégénérés ""essaient"" de sauver l’univers, le tout agrémenté d’une bande originale comprenant les meilleurs morceaux des 70’s et 80’s qui participe à l’incroyable ""cool attitude"" qui se dégage du film. Les Gardiens de la Galaxie ne se prend pas au sérieux et ça fait du bien.La science-fiction quant à elle est très inventive tout en rendant hommage à l’univers des films de George Lucas. Rempli de bonnes trouvailles, esthétiquement parfait et très coloré, l’univers des comics est retranscrit à merveille dans toute sa grandeur et sa diversité, entre gadgets en tous genres et planètes hautes en couleurs (l’une des meilleures est sans doute le repaire minier, une planète aux allures de tête d’immense androïde désaffecté et terriblement fun). James Gunn crée un univers foisonnant devant nos yeux achevés par une mise en scène énergique et sans temps morts. Bien entendu, le film établit parfaitement le lien avec le reste de l’univers Marvel : 
spoiler: 
le Collectionneur fait son retour après Thor 2, mais Thanos, le grand méchant d'Avengers 3, fait également sa première apparition.
Les Gardiens de la Galaxie se révèle être le film le plus original, fou et jouissif de tous les Marvel et s'impose comme un ""space opera"" hilarant et décalé à l’image de son réalisateur. Si vous n’en êtes pas encore convaincu restez pour la scène post-générique, vous ne serez pas déçu.
spoiler: 
N'hésitez pas à suivre les actualités d'Allocritik sur les réseaux sociaux Facebook et Twitter (liens sur le Blog) !";25 août 2014;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;3.92
id122;5,0;Et le voila, le film qu'on attendait le plus est enfin arrivé ! Les Gardiens de la Galaxie est un très bon film de science-fiction et d'action ( d'aventures ). Je l'ai vu en avant-première, en 3D, c'était fantastiques. Les combats sont spectaculaires. Un casting qui en jette ! Un scènario plus que parfait ! Une mise en scène grandiose, des décors spectaculaires et bien détaillé, les effets spéciaux bluffants, les vaisseaux sont très bien détaillé. Un film très bien sur vitaminé, des séquences d'actions époustouflantes et rafraichissantes, certains personnages sont très TRES bien maquillé ! Un film de 2h 01min qui procure un divertissement rarement vu sur grand écran. Un film d'une redoutable efficacité ! Une histoire qui a du sens et de l'originalité, j'adore ! Je m'en suis pas lassé une seconde, vivement une suite !! ***** 5/5;3 septembre 2014;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;1.45
id123;4,5;"Tout simplement énorme, ce film est une pure bombe de divertissement. Marvel a réussi un pari fou, nous faire adorer des anti-héros inconnus, ""une bande de Trou de C.."" comme il est dit dans le film, avec, au milieu de cette bande, un raton laveur et un arbre. Il fallait le faire, et le pari est carrément gagnant. Ce magnifique space-opéra mêle habilement l'action et l'humour, avec même, une petite pincée d'émotion. James Gunn s'en sort vraiment avec les honneurs, même si il est vrai que la trame de l'histoire est vraiment simpliste, mais ce n'est que pour mieux se concentrer sur les personnages. Le film est un véritable hommage à la culture pop des années 80, et cela en fait une de ses forces. Pour moi, ces ""gardiens de la galaxie"" sont la meilleure production Marvel à ce jour, et je pense que ça va être très dur pour le studio de proposer mieux et aussi original.";31 août 2014;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;3.16
id124;5,0;Je sors de l'avant-première et je tiens à dire une chose : Les Gardiens de la Galaxie est l'un des meilleurs films Marvel que j'ai pu voir ! Pourtant, sur le papier ce n'était pas gagné : des personnages inconnus du grand public dans un film 100% SF réalisé par un metteur en scène habitué aux petits budgets et dont c'est le premier blockbuster. Et pourtant, le résultat est là. Les Gardiens de la Galaxie est un savoureux mélange d'action et d'humour superbement dosé, avec d'excellents protagonistes dont Rocket et Groot (doublés par Bradley Cooper et Vin Diesel) qui sont justes excellents. Par ailleurs, je trouve le personnage de Groot extrêmement attachant et très poétique. James Gunn arrive à mettre sa patte sur le film et cela se ressent très fortement, notamment dans l'humour du film. Sa mise en scène est juste super et la 3-D est vraiment très propre. Enfin, comment parler du film sans évoquer sa b.o qui juste magistrale. David Bowie, les Runaways, les Jackson 5... Que du beau monde pour cette b.o qui est absolument géniale et qui convient tellement à l'histoire et au film. Bref, vous l'aurez compris, Les Gardiens de la Galaxie est un film vraiment excellent devant lequel je n'ai pas vu passer une seule seconde. Un véritable régal pour les yeux et pour les oreilles. Vivement Les Gardiens de la Galaxie 2 !;24 août 2014;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;1.49
id125;3,0;"""Les Gardiens de la Galaxie"", est un film Marvel de James Gunn (particulièrement inspiré) qui propose une différence essentielle par rapport aux blockbusters classiques du genre, celle de nous offrir des personnages loufoques ne se prenant pas du tout au sérieux. Déjà, cette bande de fameux gardiens à l'apparence débonnaire et composée d'êtres étonnants comme ce renard, Rocket, en chef bavard et dominant, jusqu'à ce curieux personnage végétal, Groot, très protecteur et doublé d'un poète et magicien franchement inattendu !Ensuite, il y a bien entendu le héros Peter Quill/Star-Lord, d'une présence forte grâce à un humour et un comportement à contre emploi, qui assure sans en avoir l'air et les deux autres, Gamora, terrible vengeresse avec ce visage olivâtre et le dernier, Drax colosse à la peau sculptée !Bien sûr c'est l'évolution de ce groupe complètement hétéroclite et l'interaction de ceux qui sont après eux, du méchant Ronan aux autres, tels les ravageurs, qui est intéressante pour le coup, avec des bagarres et poursuites dans l'espace dont les effets spéciaux sont remarquables avec d'ailleurs de très belles images, tout en donnant au film un agréable côté année 80 qui fait bien plaisir aux yeux !Pour renforcer tout cela, des clins d'œil bien amusants font écho à cette époque comme ce célèbre objet culte qu'est le walkman du héros en diffusant des mélodies très décalées ici mais excellentes en soi !Et donc cette ambiance finalement très plaisante est vraiment le point fort de ce film, en nous révélant des moments très tendres qui viennent apporter une touche de charme dans cet univers de règlement de compte, qu'on attendait pas forcément !Sans être mon genre de science-fiction préféré, privilégiant plutôt celle plus sobre et moins spectaculaire comme ""Bienvenue à Gattaca"" ou ""Time Out"", je reconnais avoir passé un assez bon moment et bien meilleur en tous cas que pour d'autres réalisations spectaculaires assez récentes et bien plus sérieuses...À découvrir sans arrière pensée vraiment !";17 septembre 2014;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;1.99
id126;3,5;On peut dire ce qu'on veut sur les super-productions hollywoodiennes.. Et celle-ci est très réussie. L'univers de ces personnages est profondément ancré dans la science-fiction. Peter Quill, un humain parmi les extraterrestres, vient sauver la mise. L'extravagance du personnage et ses intérêts particuliers pour la musique terrienne des années 1970 et 1980 donnent une dimension étonnante à l'ensemble. Des séquences de science-fiction sur des chansons de David Bowie, The Jackson 5 et Raspberries apportent quelque chose auquel on ne s'attend pas d'un film de Marvel, et c'est très très rafraîchissant !! L'humour est au diapason dans cette production. Le réalisateur nous mène à croire que le scénario de ce film n'a pas été composé à la va-vite. Guardians of the Galaxy s'assoie entre sérieux et caricature. Beaucoup ont tenté de trouver le bon dosage afin d'aboutir à une oeuvre aussi drôle que touchante, et Guardians of the Galaxy y est parvenu. Marvel est reconnue pour les traits d'union qu'elle développe entre chacune de ses productions afin qu'elles se croisent narrativement. On sent la présence future des Avengers dans Les Gardiens de la Galaxie. Visuellement, Guardians of the Galaxy ne déçoit pas. Les personnages de Rocket, Groot et Drax sont particulièrement bien faits. Leurs yeux humides, leurs mouvements et leur apparence sont impeccable. Les Gardiens de la Galaxie est un divertissement de qualité comme seul Marvel arrive à le faire. Juste pour entendre Ain't No Mountain High Enough ou Hooked on a Feeling sur des séquences de combat dans un univers de science-fiction, le long métrage mérite le détour. Une suite est envisageable, on a forcément hâte de découvrir la suite.;5 mai 2017;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;3.93
id127;4,5;"""Les gardiens de la Galaxie"" est une vraie réussite. Les personnages sont attachants et nous impliquent totalement dans l'histoire qui se déroule sous nos yeux. La bande-son est magistrale et imprègne le film d'une identité qui manque parfois souvent aux autres films Marvel. Un film que je ne peux que vous conseiller ! Un blockbuster, oui ! Mais surtout un blockbuster réussi !";2 décembre 2014;https://www.allocine;196604;Guardians Of The Galaxy;13 août 2014;Action;2.65
